2026-09-12 15:38:06, SISTEMA, CALCULO_DIFERENCIA_PESO, DIF: -3.8
2026-09-15 13:53:32, entrenador1, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:53:32, CLIENTE_8, GENERAR_PROGRESO,
2026-09-15 13:53:32, CLIENTE_8, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:53:32, CLIENTE_12, CONSULTA_PROGRESO,
2026-09-15 13:53:32, CLIENTE_12, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:53:32, CLIENTE_1, CONSULTA_PROGRESO
2026-09-15 13:53:32, CLIENTE_1, CONSULTA_PROGRESO,
2026-09-15 13:53:32, CLIENTE_1, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:53:33, CLIENTE_2, CONSULTA_PROGRESO
2026-09-15 13:53:33, CLIENTE_2, CONSULTA_PROGRESO,
2026-09-15 13:53:33, CLIENTE_2, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:53:33, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:53:33, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:53:33, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:53:33, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:53:33, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:53:33, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:53:33, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:53:33, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:53:33, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:53:33, CLIENTE_4, GENERAR_PROGRESO
2026-09-15 13:53:33, CLIENTE_4, GENERAR_PROGRESO,
2026-09-15 13:53:33, CLIENTE_4, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:53:33, CLIENTE_6, GENERAR_PROGRESO
2026-09-15 13:53:33, CLIENTE_6, GENERAR_PROGRESO,
2026-09-15 13:53:33, CLIENTE_6, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:53:33, CLIENTE_7, CONSULTA_PROGRESO
2026-09-15 13:53:33, CLIENTE_7, CONSULTA_PROGRESO,
2026-09-15 13:53:33, CLIENTE_7, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:53:33, CLIENTE_9, CONSULTA_PROGRESO
2026-09-15 13:53:33, CLIENTE_9, CONSULTA_PROGRESO,
2026-09-15 13:53:33, CLIENTE_9, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:53:33, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:53:33, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:53:33, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:53:33, 10, CREACION_RUTINA ID: None,
2026-09-15 13:53:33, 10, CREACION_RUTINA, ID: None
2026-09-15 13:53:34, 1, ACTUALIZACION_RUTINA ID: 1,
2026-09-15 13:53:34, 1, ELIMINACION_RUTINA ID: 4,
2026-09-15 13:53:34, 1, AGREGAR_EJERCICIO_A_RUTINA ID: 1,
2026-09-15 13:53:34, 1, ELIMINAR_EJERCICIO_DE_RUTINA ID: 1,
2026-09-15 13:53:34, 1, ASIGNACION_RUTINA Cliente: 3, Rutina: 9,
2026-09-15 13:53:34, 2, ASIGNACION_RUTINA Cliente: 7, Rutina: 12,
2026-09-15 13:53:34, CLIENTE_15, REGISTRO_SESION,
2026-09-15 13:53:34, CLIENTE_15, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:53:34, CLIENTE_5, REGISTRO_SESION,
2026-09-15 13:53:34, CLIENTE_5, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:53:34, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:53:34, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:53:34, admin, ELIMINACION_SESION,
2026-09-15 13:53:43, 1, SUGERENCIA_RUTINA, CARDIO_QUEMA_GRASA
2026-09-15 13:53:43, 2, SUGERENCIA_RUTINA, FUERZA_HIPERTROFIA
2026-09-15 13:53:43, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.5
2026-09-15 13:53:43, juan@mail.com, REPORTE_PDF_GENERADO, reportes/reporte.pdf
2026-09-15 13:53:43, <Mock name='mock.id_usuario' id='1891226176208'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:53:43, <Mock name='mock.id_usuario' id='1891226176208'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:53:43, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:53:43, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:53:43, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:53:43, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:53:43, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:53:43, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:53:43, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:53:43, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:53:43, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:53:43, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:53:43, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:53:43, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:53:43, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 13:53:43, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 14:03:17, carlos@example.com, REGISTRO_CLIENTE,
2026-09-15 14:03:17, carlos@example.com, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-15 14:03:17, ID_5, ELIMINACION_CLIENTE,
2026-09-15 14:03:27, carlos@example.com, REGISTRO_CLIENTE,
2026-09-15 14:03:27, carlos@example.com, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-15 14:03:27, ID_5, ELIMINACION_CLIENTE,
2026-09-15 14:04:21, usuario@example.com, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-15 14:04:21, usuario@example.com, LOGIN_EXITOSO,
2026-09-15 14:04:21, desconocido@example.com, LOGIN_FALLIDO, Intento de inicio de sesión fallido
2026-09-15 14:04:21, desconocido@example.com, LOGIN_FALLIDO,
2026-09-15 14:04:21, activo@example.com, LOGOUT,
2026-09-15 14:04:22, test.admin.eca74f43@example.com, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-15 14:04:22, usuario_demo, ACCION_PRUEBA,
2026-09-15 14:04:22, usuario_demo, ACCION_PRUEBA, META: Bajar de peso
2026-09-15 14:04:22, carlos@example.com, REGISTRO_CLIENTE,
2026-09-15 14:04:22, carlos@example.com, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-15 14:04:22, ID_5, ELIMINACION_CLIENTE,
2026-09-15 14:04:22, 1, CREACION_EJERCICIO ID: None,
2026-09-15 14:04:22, 1, CREACION_EJERCICIO, ID: None
2026-09-15 14:04:22, sistema, ACTUALIZACION_EJERCICIO ID: 1,
2026-09-15 14:04:22, 1, ELIMINACION_EJERCICIO ID: 8,
2026-09-15 14:04:22, CLIENTE_10, CONSULTA_PROGRESO,
2026-09-15 14:04:22, CLIENTE_10, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 14:04:22, entrenador1, CONSULTA_IMPACTO,
2026-09-15 14:04:22, entrenador1, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 14:04:22, CLIENTE_8, GENERAR_PROGRESO,
2026-09-15 14:04:22, CLIENTE_8, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 14:04:22, CLIENTE_12, CONSULTA_PROGRESO,
2026-09-15 14:04:22, CLIENTE_12, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 14:04:22, CLIENTE_1, CONSULTA_PROGRESO
2026-09-15 14:04:22, CLIENTE_1, CONSULTA_PROGRESO,
2026-09-15 14:04:22, CLIENTE_1, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 14:04:22, CLIENTE_2, CONSULTA_PROGRESO
2026-09-15 14:04:22, CLIENTE_2, CONSULTA_PROGRESO,
2026-09-15 14:04:22, CLIENTE_2, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 14:04:22, SISTEMA, CONSULTA_IMPACTO
2026-09-15 14:04:22, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 14:04:22, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 14:04:22, SISTEMA, CONSULTA_IMPACTO
2026-09-15 14:04:22, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 14:04:22, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 14:04:22, SISTEMA, CONSULTA_IMPACTO
2026-09-15 14:04:22, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 14:04:22, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 14:04:22, CLIENTE_4, GENERAR_PROGRESO
2026-09-15 14:04:22, CLIENTE_4, GENERAR_PROGRESO,
2026-09-15 14:04:22, CLIENTE_4, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 14:04:22, CLIENTE_6, GENERAR_PROGRESO
2026-09-15 14:04:22, CLIENTE_6, GENERAR_PROGRESO,
2026-09-15 14:04:22, CLIENTE_6, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 14:04:22, CLIENTE_7, CONSULTA_PROGRESO
2026-09-15 14:04:22, CLIENTE_7, CONSULTA_PROGRESO,
2026-09-15 14:04:22, CLIENTE_7, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 14:04:22, CLIENTE_9, CONSULTA_PROGRESO
2026-09-15 14:04:22, CLIENTE_9, CONSULTA_PROGRESO,
2026-09-15 14:04:22, CLIENTE_9, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 14:04:22, SISTEMA, CONSULTA_IMPACTO
2026-09-15 14:04:22, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 14:04:22, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 14:04:23, 10, CREACION_RUTINA ID: None,
2026-09-15 14:04:23, 10, CREACION_RUTINA, ID: None
2026-09-15 14:04:23, 1, ACTUALIZACION_RUTINA ID: 1,
2026-09-15 14:04:23, 1, ELIMINACION_RUTINA ID: 4,
2026-09-15 14:04:23, 1, AGREGAR_EJERCICIO_A_RUTINA ID: 1,
2026-09-15 14:04:23, 1, ELIMINAR_EJERCICIO_DE_RUTINA ID: 1,
2026-09-15 14:04:23, 1, ASIGNACION_RUTINA Cliente: 3, Rutina: 9,
2026-09-15 14:04:23, 2, ASIGNACION_RUTINA Cliente: 7, Rutina: 12,
2026-09-15 14:04:23, CLIENTE_15, REGISTRO_SESION,
2026-09-15 14:04:23, CLIENTE_15, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 14:04:23, CLIENTE_5, REGISTRO_SESION,
2026-09-15 14:04:23, CLIENTE_5, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 14:04:23, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 14:04:23, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 14:04:23, admin, ELIMINACION_SESION,
2026-09-15 14:04:32, 1, SUGERENCIA_RUTINA, CARDIO_QUEMA_GRASA
2026-09-15 14:04:32, 2, SUGERENCIA_RUTINA, FUERZA_HIPERTROFIA
2026-09-15 14:04:32, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.5
2026-09-15 14:04:32, juan@mail.com, REPORTE_PDF_GENERADO, reportes/reporte.pdf
2026-09-15 14:04:32, <Mock name='mock.id_usuario' id='2252853993088'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 14:04:32, <Mock name='mock.id_usuario' id='2252853993088'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 14:04:32, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 14:04:32, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 14:04:32, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 14:04:32, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 14:04:32, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 14:04:32, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 14:04:32, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 14:04:32, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 14:04:32, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 14:04:32, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 14:04:32, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 14:04:32, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 14:04:32, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 14:04:32, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-19 13:26:26, test@example.com, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-19 13:26:26, test@example.com, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-19 13:35:35, test@example.com, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-19 13:35:35, test@example.com, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-19 13:46:17, test@example.com, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-19 13:46:17, test@example.com, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-19 14:41:55, usuario@example.com, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-19 14:41:55, usuario@example.com, LOGIN_EXITOSO,
2026-09-19 14:41:55, desconocido@example.com, LOGIN_FALLIDO, Intento de inicio de sesión fallido
2026-09-19 14:41:55, desconocido@example.com, LOGIN_FALLIDO,
2026-09-19 14:41:55, activo@example.com, LOGOUT,
2026-09-19 14:41:55, test.admin.fc5d0a7e@example.com, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-19 14:41:55, usuario_demo, ACCION_PRUEBA,
2026-09-19 14:41:55, usuario_demo, ACCION_PRUEBA, META: Bajar de peso
2026-09-19 14:41:55, carlos@example.com, REGISTRO_CLIENTE,
2026-09-19 14:41:55, carlos@example.com, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-19 14:41:55, ID_5, ELIMINACION_CLIENTE,
2026-09-19 14:41:56, 1, CREACION_EJERCICIO ID: None,
2026-09-19 14:41:56, 1, CREACION_EJERCICIO, ID: None
2026-09-19 14:41:56, sistema, ACTUALIZACION_EJERCICIO ID: 1,
2026-09-19 14:41:56, 1, ELIMINACION_EJERCICIO ID: 8,
2026-09-19 14:41:56, CLIENTE_10, CONSULTA_PROGRESO,
2026-09-19 14:41:56, CLIENTE_10, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-19 14:41:56, entrenador1, CONSULTA_IMPACTO,
2026-09-19 14:41:56, entrenador1, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-19 14:41:56, CLIENTE_8, GENERAR_PROGRESO,
2026-09-19 14:41:56, CLIENTE_8, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-19 14:41:56, CLIENTE_12, CONSULTA_PROGRESO,
2026-09-19 14:41:56, CLIENTE_12, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-19 14:41:56, CLIENTE_1, CONSULTA_PROGRESO
2026-09-19 14:41:56, CLIENTE_1, CONSULTA_PROGRESO,
2026-09-19 14:41:56, CLIENTE_1, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-19 14:41:56, CLIENTE_2, CONSULTA_PROGRESO
2026-09-19 14:41:56, CLIENTE_2, CONSULTA_PROGRESO,
2026-09-19 14:41:56, CLIENTE_2, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-19 14:41:56, SISTEMA, CONSULTA_IMPACTO
2026-09-19 14:41:56, SISTEMA, CONSULTA_IMPACTO,
2026-09-19 14:41:56, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-19 14:41:56, SISTEMA, CONSULTA_IMPACTO
2026-09-19 14:41:56, SISTEMA, CONSULTA_IMPACTO,
2026-09-19 14:41:56, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-19 14:41:56, SISTEMA, CONSULTA_IMPACTO
2026-09-19 14:41:56, SISTEMA, CONSULTA_IMPACTO,
2026-09-19 14:41:56, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-19 14:41:56, CLIENTE_4, GENERAR_PROGRESO
2026-09-19 14:41:56, CLIENTE_4, GENERAR_PROGRESO,
2026-09-19 14:41:56, CLIENTE_4, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-19 14:41:56, CLIENTE_6, GENERAR_PROGRESO
2026-09-19 14:41:56, CLIENTE_6, GENERAR_PROGRESO,
2026-09-19 14:41:56, CLIENTE_6, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-19 14:41:56, CLIENTE_7, CONSULTA_PROGRESO
2026-09-19 14:41:56, CLIENTE_7, CONSULTA_PROGRESO,
2026-09-19 14:41:56, CLIENTE_7, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-19 14:41:56, CLIENTE_9, CONSULTA_PROGRESO
2026-09-19 14:41:56, CLIENTE_9, CONSULTA_PROGRESO,
2026-09-19 14:41:56, CLIENTE_9, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-19 14:41:56, SISTEMA, CONSULTA_IMPACTO
2026-09-19 14:41:56, SISTEMA, CONSULTA_IMPACTO,
2026-09-19 14:41:56, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-19 14:41:56, 10, CREACION_RUTINA ID: None,
2026-09-19 14:41:56, 10, CREACION_RUTINA, ID: None
2026-09-19 14:41:56, 1, ACTUALIZACION_RUTINA ID: 1,
2026-09-19 14:41:56, 1, ELIMINACION_RUTINA ID: 4,
2026-09-19 14:41:56, 1, AGREGAR_EJERCICIO_A_RUTINA ID: 1,
2026-09-19 14:41:56, 1, ELIMINAR_EJERCICIO_DE_RUTINA ID: 1,
2026-09-19 14:41:56, 1, ASIGNACION_RUTINA Cliente: 3, Rutina: 9,
2026-09-19 14:41:56, 2, ASIGNACION_RUTINA Cliente: 7, Rutina: 12,
2026-09-19 14:41:56, CLIENTE_15, REGISTRO_SESION,
2026-09-19 14:41:56, CLIENTE_15, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-19 14:41:56, CLIENTE_5, REGISTRO_SESION,
2026-09-19 14:41:56, CLIENTE_5, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-19 14:41:56, CLIENTE_10, CONSULTA_SESIONES,
2026-09-19 14:41:56, CLIENTE_10, CONSULTA_SESIONES,
2026-09-19 14:41:56, admin, ELIMINACION_SESION,
2026-09-19 14:41:59, test@example.com, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-19 14:41:59, test@example.com, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-19 14:42:06, 1, SUGERENCIA_RUTINA, CARDIO_QUEMA_GRASA
2026-09-19 14:42:06, 2, SUGERENCIA_RUTINA, FUERZA_HIPERTROFIA
2026-09-19 14:42:06, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.5
2026-09-19 14:42:06, juan@mail.com, REPORTE_PDF_GENERADO, reportes/reporte.pdf
2026-09-19 14:42:06, <Mock name='mock.id_usuario' id='2492897294864'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-19 14:42:06, <Mock name='mock.id_usuario' id='2492897294864'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-19 14:42:06, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-19 14:42:06, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-19 14:42:06, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-19 14:42:06, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-19 14:42:06, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-19 14:42:06, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-19 14:42:06, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-19 14:42:06, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-19 14:42:07, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-19 14:42:07, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-19 14:42:07, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-19 14:42:07, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-19 14:42:07, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-19 14:42:07, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-19 14:43:31, usuario@example.com, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-19 14:43:31, usuario@example.com, LOGIN_EXITOSO,
2026-09-19 14:43:31, desconocido@example.com, LOGIN_FALLIDO, Intento de inicio de sesión fallido
2026-09-19 14:43:31, desconocido@example.com, LOGIN_FALLIDO,
2026-09-19 14:43:31, activo@example.com, LOGOUT,
2026-09-19 14:43:31, test.admin.abb7deeb@example.com, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-19 14:43:31, usuario_demo, ACCION_PRUEBA,
2026-09-19 14:43:31, usuario_demo, ACCION_PRUEBA, META: Bajar de peso
2026-09-19 14:43:31, carlos@example.com, REGISTRO_CLIENTE,
2026-09-19 14:43:31, carlos@example.com, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-19 14:43:32, ID_5, ELIMINACION_CLIENTE,
2026-09-19 14:43:32, 1, CREACION_EJERCICIO ID: None,
2026-09-19 14:43:32, 1, CREACION_EJERCICIO, ID: None
2026-09-19 14:43:32, sistema, ACTUALIZACION_EJERCICIO ID: 1,
2026-09-19 14:43:32, 1, ELIMINACION_EJERCICIO ID: 8,
2026-09-19 14:43:32, CLIENTE_10, CONSULTA_PROGRESO,
2026-09-19 14:43:32, CLIENTE_10, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-19 14:43:32, entrenador1, CONSULTA_IMPACTO,
2026-09-19 14:43:32, entrenador1, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-19 14:43:32, CLIENTE_8, GENERAR_PROGRESO,
2026-09-19 14:43:32, CLIENTE_8, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-19 14:43:32, CLIENTE_12, CONSULTA_PROGRESO,
2026-09-19 14:43:32, CLIENTE_12, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-19 14:43:32, CLIENTE_1, CONSULTA_PROGRESO
2026-09-19 14:43:32, CLIENTE_1, CONSULTA_PROGRESO,
2026-09-19 14:43:32, CLIENTE_1, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-19 14:43:32, CLIENTE_2, CONSULTA_PROGRESO
2026-09-19 14:43:32, CLIENTE_2, CONSULTA_PROGRESO,
2026-09-19 14:43:32, CLIENTE_2, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-19 14:43:32, SISTEMA, CONSULTA_IMPACTO
2026-09-19 14:43:32, SISTEMA, CONSULTA_IMPACTO,
2026-09-19 14:43:32, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-19 14:43:32, SISTEMA, CONSULTA_IMPACTO
2026-09-19 14:43:32, SISTEMA, CONSULTA_IMPACTO,
2026-09-19 14:43:32, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-19 14:43:32, SISTEMA, CONSULTA_IMPACTO
2026-09-19 14:43:32, SISTEMA, CONSULTA_IMPACTO,
2026-09-19 14:43:32, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-19 14:43:32, CLIENTE_4, GENERAR_PROGRESO
2026-09-19 14:43:32, CLIENTE_4, GENERAR_PROGRESO,
2026-09-19 14:43:32, CLIENTE_4, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-19 14:43:32, CLIENTE_6, GENERAR_PROGRESO
2026-09-19 14:43:32, CLIENTE_6, GENERAR_PROGRESO,
2026-09-19 14:43:32, CLIENTE_6, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-19 14:43:32, CLIENTE_7, CONSULTA_PROGRESO
2026-09-19 14:43:32, CLIENTE_7, CONSULTA_PROGRESO,
2026-09-19 14:43:32, CLIENTE_7, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-19 14:43:32, CLIENTE_9, CONSULTA_PROGRESO
2026-09-19 14:43:32, CLIENTE_9, CONSULTA_PROGRESO,
2026-09-19 14:43:32, CLIENTE_9, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-19 14:43:32, SISTEMA, CONSULTA_IMPACTO
2026-09-19 14:43:32, SISTEMA, CONSULTA_IMPACTO,
2026-09-19 14:43:32, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-19 14:43:32, 10, CREACION_RUTINA ID: None,
2026-09-19 14:43:32, 10, CREACION_RUTINA, ID: None
2026-09-19 14:43:32, 1, ACTUALIZACION_RUTINA ID: 1,
2026-09-19 14:43:32, 1, ELIMINACION_RUTINA ID: 4,
2026-09-19 14:43:32, 1, AGREGAR_EJERCICIO_A_RUTINA ID: 1,
2026-09-19 14:43:32, 1, ELIMINAR_EJERCICIO_DE_RUTINA ID: 1,
2026-09-19 14:43:32, 1, ASIGNACION_RUTINA Cliente: 3, Rutina: 9,
2026-09-19 14:43:32, 2, ASIGNACION_RUTINA Cliente: 7, Rutina: 12,
2026-09-19 14:43:32, CLIENTE_15, REGISTRO_SESION,
2026-09-19 14:43:32, CLIENTE_15, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-19 14:43:32, CLIENTE_5, REGISTRO_SESION,
2026-09-19 14:43:32, CLIENTE_5, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-19 14:43:32, CLIENTE_10, CONSULTA_SESIONES,
2026-09-19 14:43:32, CLIENTE_10, CONSULTA_SESIONES,
2026-09-19 14:43:32, admin, ELIMINACION_SESION,
2026-09-19 14:43:35, test@example.com, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-19 14:43:35, test@example.com, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-19 14:43:42, 1, SUGERENCIA_RUTINA, CARDIO_QUEMA_GRASA
2026-09-19 14:43:42, 2, SUGERENCIA_RUTINA, FUERZA_HIPERTROFIA
2026-09-19 14:43:42, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.5
2026-09-19 14:43:42, juan@mail.com, REPORTE_PDF_GENERADO, reportes/reporte.pdf
2026-09-19 14:43:42, <Mock name='mock.id_usuario' id='2672558078144'>, SUGERENCIA_RUTINA, SIN_RUTINAS
